RTTFC,4456546,53.49211,0.05202,38975,128,0,112.00,477.80,EJU47ED,A320,OE-IVF,EDI,MXP,1648671967.5,X2,U22686,adsb_icao,37575,231,430,0.748,0.1,0.4,112.15,112.48,128,none,A3,1012.8,39008,-1,-1.00,,0.0,-13.0,287,48,-56,-31,1,89570
RTTFC,4224436,52.60561,-5.94452,38000,0,0,287.95,444.60,VIR25B,A35K,G-VPOP,LHR,JFK,1648671967.4,X2,VS25,adsb_icao,36975,272,488,0.852,0.0,0.0,293.55,291.78,0,none,A5,1013.6,38016,36000,293.20,,0.0,-9.5,324,53,-57,-26,1,148773
RTTFC,4195948,52.82703,-1.53130,2750,-704,0,88.08,149.10,DHK2135,B752,G-BMRJ,EDI,EMA,1648671967.4,X2,D02135,adsb_icao,2700,167,170,0.264,-0.1,0.5,82.09,81.94,-736,none,A4,1008.0,2016,-1,84.38,approach|tcas,0.0,-12.9,46,27,-1,-1,1,119791
RTTFC,4223354,55.87661,-4.42452,0,-128,1,45.84,23.50,EXS45EJ,B738,G-JZBM,LCA,,1648671967.3,X2,EXS45EJ,adsb_icao,275,-1,-1,-1.000,-1.0,-1.0,-1.00,45.00,-1,none,A3,1015.0,3008,3008,49.92,,0.2,-8.8,-1,-1,-1,-1,1,147028
RTTFC,4768301,53.12807,1.85233,38975,-64,0,94.32,478.40,RYR9KY,B738,SP-RSN,DUB,WMI,1648671967.1,X2,FR8011,adsb_icao,37550,231,430,0.748,0.0,-0.2,93.69,94.68,-64,none,A3,1013.6,39008,39008,92.81,,0.0,-10.3,271,48,-56,-31,1,110137
RTTFC,4221066,50.38833,-1.44092,24725,-1920,0,24.91,387.00,BAW2723,A320,G-EUYO,AGP,LHR,1648671967.3,X2,BA2723,adsb_icao,24250,270,384,0.648,0.0,0.5,22.68,22.80,-1920,none,A3,1012.8,12992,-1,-1.00,,0.1,-5.0,282,15,-42,-22,1,145083
RTTFC,5022513,53.30937,-5.94117,100,64,0,0.00,1.20,AW276,A139,276,,,1648671963.2,X2,AW276,adsb_icao,275,-1,-1,-1.000,-1.0,-1.0,-1.00,-1.00,-1,none,A7,1012.0,1504,-1,-1.00,,0.9,-25.3,-1,-1,-1,-1,1,72607
RTTFC,4439920,52.82758,-1.32622,0,0,1,0.00,0.00,00000000,,,,,1648671954.9,X2,00000000,mlat,-1,-1,-1,-1.000,-1.0,-1.0,-1.00,-1.00,-1,,,-1.0,-1,-1,-1.00,,0.1,-6.1,-1,-1,-1,-1,1,72355
RTTFC,7389437,51.15309,0.34744,16325,928,0,90.00,396.00,OMA102,B789,A4O-SG,LHR,MCT,1648671967.4,X2,WY102,adsb_icao,15800,290,362,0.588,0.0,-0.2,90.00,90.65,896,none,A5,1012.8,18016,-1,90.00,autopilot|vnav|tcas,0.0,-9.7,263,34,-24,-6,1,110648
RTTFC,5022965,51.87181,1.99623,19475,-1344,0,290.82,281.40,RYR4GG,B738,EI-DPR,PRG,STN,1648671967.5,X2,FR1375,adsb_icao,18800,244,320,0.528,0.0,0.0,290.74,291.89,-1280,none,A3,1013.6,12000,18000,289.69,,0.0,-14.2,299,41,-31,-18,1,73629
